Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
dcmdd155,major_depression,,radio,"Between these times, did you return to how you usually feel? ","0, No | 1, Yes | 9, Unk",,,,,,,,RH,,,,
cmdd55,major_depression,,descriptive,"<div style=""font-size: 12pt; width: 100%; background-color: #ffffdd;"">ATYPICAL EPISODES</div><div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">INTERVIEWER: If episode coded was atypical in nature, i.e., the respondent had symptoms of mood reactivity, overeating, oversleeping, interpersonal sensitivity and leaden paralysis, proceed.</div> ",,,,,,,,,,,,,
cmdd56,major_depression,,descriptive,"<div style="" color:blue; width: 100%; background-color: #ffffdd;"">You mentioned earlier that you had changes in your eating, sleeping, and sensitivity during the times that we discussed.  Did you have any of the following during other times that you were depressed that we did not talk about?</div>",,,,,,,,,,,,,
dcmdd156,major_depression,,radio,Did you sleep more than usual?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcmdd156,,
dcmdd157,major_depression,,radio,Were you more hungry or did you eat more?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcmdd156,,
dcmdd158,major_depression,,radio,"Were you able to cheer up, at least temporarily, when something happened to make you feel better?","0, No | 1, Yes | 9, Unk",,,,,,,,,,dcmdd156,,
dcmdd159,major_depression,,radio,Were you more sensitive than usual? (like things hurt your feelings more),"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcmdd156,,
dcmdd160,major_depression,,radio,"Did you feel weighed down, like your arms, legs were heavy or that you couldn't move?","0, No | 1, Yes | 9, Unk",,,,,,,,,,dcmdd156,,
cmdd_end,major_depression,,descriptive,"<div style=""color: red; font-style: italic; width: 100%; background-color: #ffffdd;"">INTERVIEWER: END Major Depression section.</div>",,,,,,,,,,,,,
cman0,maniahypomania,,descriptive,"<div style=""color: blue;width: 100%; background-color: #ffffdd;"">Some young people have times when they are energetic, or cheerful, very different from how they usually feel.  At these times, they may also feel more talkative, more active, sleep less and feel more restless.</div>
<div style=""font-size: 14pt;text-decoration: underline;width: 100%; background-color: #ffffdd;"">CURRENT/MOST RECENT EPISODE</div>",,,,,,,,,,,,,
cman00,maniahypomania,,descriptive,"So you said that you had a time when you've felt (more active, excited, energetic):",,,,,,,,,,,,,
dcman001,maniahypomania,,radio,Do you feel this way now?  ,"0, No | 1, Yes | 9, Unk",,,,,,,,RH,,,,
dcman002,maniahypomania,,dropdown,How old were you the last time you felt this way?,"1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,,,,[dcman001]= '0',,RH,,,,
cman1,maniahypomania,,descriptive,How long did you feel this way?,,,,,,,[dcman001]= '0',,,,,,
dcman003,maniahypomania,,text,N of Days,,DAYS,number,,,,[dcman001]= '0',,,,,,
dcman004,maniahypomania,,text,N of Weeks,,WEEKS,number,,,,[dcman001]= '0',,,,,,
dcman005,maniahypomania,,text,N of Months,,MONTHS,number,,,,[dcman001]= '0',,,,,,
cman2,maniahypomania,,descriptive,How old were you when this ended?,,,,,,,[dcman001]= '0',,,,,,
dcman006,maniahypomania,,dropdown,Age,"1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,,,,[dcman001]= '0',,RH,,,,
dcman007,maniahypomania,,dropdown,Month,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 97, 97 | 98, 98 | 99, 99",MONTH,autocomplete,,,,[dcman001]= '0',,RH,,,,
dcman008,maniahypomania,,text,Year,,YEAR,number,1900,9999,,[dcman001]= '0',,RH,,,,
cman3,maniahypomania,,descriptive,"If now, how long have you felt this way?",,,,,,,[dcman001]= '1',,,,,,
dcman009,maniahypomania,,text,N of Days,,DAYS,number,,,,[dcman001]= '1',,,,,,
dcman010,maniahypomania,,text,N of Weeks,,WEEKS,number,,,,[dcman001]= '1',,,,,,
dcman011,maniahypomania,,text,N of Months,,MONTHS,number,,,,[dcman001]= '1',,,,,,
dcman012,maniahypomania,,radio,Was there a time that was more intense or lasted longer than this time?,"0, No | 1, Yes | 9, Unk",,,,,,,,RH,,,,
dcman013,maniahypomania,,dropdown,How old were you when you felt this way?,"1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,,,,[dcman012]= '1',,RH,,,,
cman4,maniahypomania,,descriptive,How long did you feel this way?,,,,,,,[dcman012]= '1',,,,,,
dcman014,maniahypomania,,text,N of Days,,DAYS,number,,,,[dcman012]= '1',,,,,,
dcman015,maniahypomania,,text,N of Weeks,,WEEKS,number,,,,[dcman012]= '1',,,,,,
dcman016,maniahypomania,,text,N of Months,,MONTHS,number,,,,[dcman012]= '1',,,,,,
cman5,maniahypomania,,descriptive,How old were you when this ended?,,,,,,,[dcman012]= '1',,,,,,
dcman017,maniahypomania,,dropdown,Age,"1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,,,,[dcman012]= '1',,RH,,,,
dcman018,maniahypomania,,dropdown,Month,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 97, 97 | 98, 98 | 99, 99",MONTH,autocomplete,,,,[dcman012]= '1',,RH,,,,
dcman019,maniahypomania,,text,Year,,YEAR,number,1900,9999,,[dcman012]= '1',,RH,,,,
cman6,maniahypomania,,descriptive,"<div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">INTERVIEWER: Code the most intense episode.</div>",,,,,,,,,,,,,
cman7,maniahypomania,,descriptive,"<div style=""font-size: 14pt;text-decoration: underline;width: 100%; background-color: #ffffdd;"">SYMPTOMS</div>
<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">MOOD</div><div style="" color: blue; width: 100%; background-color: #ffffdd;"">Now I would like to talk to you about that time.</div>",,,,,,,,,,,,,
cman8,maniahypomania,,descriptive,"During this time, did you:",,,,,,,,,,,,,
dcman020,maniahypomania,,radio,"Feel really, really happy or excited much more than usual? ","0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman020,,
dcman021,maniahypomania,,radio,"Was this just during holiday or fun situations, which normally make people your age excited?","0, No | 1, Yes | 9, Unk",,,,,,[dcman020]= '1',,,,dcman020,,
dcman022,maniahypomania,,radio,"Feel grouchy, cranky, or irritable? When the smallest things would make you really mad?","0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman020,,
dcman023,maniahypomania,,radio,Get easily mad or annoyed?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman020,,
cman9,maniahypomania,,descriptive,"<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">INCREASED ACTIVITY/RESTLESSNESS</div>",,,,,,,,,,,,,
cman10,maniahypomania,,descriptive,During this time:,,,,,,,,,,,,,
dcman024,maniahypomania,,radio,Did you get through your school work much more easily or faster than usual? ,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman024,,
dcman025,maniahypomania,,radio,Did you spend much more time with your friends or were you going out more than usual?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman024,,
dcman026,maniahypomania,,radio,Were you more involved with your family?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman024,,
cman11,maniahypomania,,descriptive,"<div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">INTERVIEWER: Use discretion on whether to ask child next question.</div>",,,,,,,,,,,,,
dcman027,maniahypomania,,radio,"Were you interested in sex more than usual, or more sexually active?","0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman027,,
dcman028,maniahypomania,,radio,Did you do more physical activities?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman027,,
dcman029,maniahypomania,,radio,Were you really restless or did you have trouble sitting still?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman027,,
cman12,maniahypomania,,descriptive,"<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">SLEEP</div>",,,,,,,,,,,,,
dcman030,maniahypomania,,text,How many hours of sleep do you usually get per night?,,HOURS,number,,,,,,RH,,,,
dcman031,maniahypomania,,text,"During this time, how many hours, on average, do you sleep per night?",,HOURS,number,,,,,,RH,,,,
cman13,maniahypomania,,descriptive,"<div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">If fewer hours than normal:</div>",,,,,,,,,,,,,
dcman032,maniahypomania,,radio,Did you feel rested even though you slept less than usual? ,"0, No | 1, Yes | 9, Unk",,,,,,,,RH,,,,
cman14,maniahypomania,,descriptive,"<div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">If no change in hours from normal:</div>",,,,,,,,,,,,,
dcman033,maniahypomania,,radio,Were you able to do more activities than usual with the same amount of sleep?,"0, No | 1, Yes | 9, Unk",,,,,,,,RH,,,,
cman15,maniahypomania,,descriptive,"<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">TALKATIVE/PRESSURED SPEECH</div>",,,,,,,,,,,,,
dcman034,maniahypomania,,radio,Did you talk more than usual?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman034,,
dcman035,maniahypomania,,radio,Did you feel you just couldn't stop talking?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman034,,
dcman036,maniahypomania,,radio,Did you talk faster than usual?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman034,,
dcman037,maniahypomania,,radio,Did people have trouble understanding you or try to get you to talk slower?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman034,,
cman16,maniahypomania,,descriptive,"<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">RACING THOUGHTS/FLIGHT OF IDEAS</div>",,,,,,,,,,,,,
dcman038,maniahypomania,,radio,Did your thoughts go faster than usual? ,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman038,,
dcman039,maniahypomania,,radio,So fast it was hard to keep up with them?,"0, No | 1, Yes | 9, Unk",,,,,,[dcman038]= '1',,,,dcman038,,
dcman040,maniahypomania,,radio,Did they race through your head?,"0, No | 1, Yes | 9, Unk",,,,,,[dcman038]= '1',,,,dcman038,,
dcman041,maniahypomania,,radio,Did they make sense to you?,"0, No | 1, Yes | 9, Unk",,,,,,[dcman038]= '1',,,,dcman038,,
dcman042,maniahypomania,,radio,Did they make sense to other people?  ,"0, No | 1, Yes | 9, Unk",,,,,,[dcman038]= '1',,,,dcman038,,
dcman043,maniahypomania,,radio,Did other people have trouble following what you were saying?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman038,,
dcman044,maniahypomania,,radio,Did you have too many thoughts jumping through your mind?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman038,,
cman17,maniahypomania,,descriptive,"<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">DISTRACTIBILITY</div>",,,,,,,,,,,,,
dcman045,maniahypomania,,radio,"Did you have problems concentrating, or get distracted very easily?","0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman045,,
dcman046,maniahypomania,,radio,Did you keep noticing things that you would've normally ignored?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman045,,
dcman047,maniahypomania,,radio,Did you have trouble keeping your mind on things?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman045,,
dcman048,maniahypomania,,radio,Did it interfere with schoolwork or reading?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman045,,
dcman049,maniahypomania,,radio,Was this so much of a problem that other people noticed?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman045,,
cman18,maniahypomania,,descriptive,"<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">SELF-ESTEEM/GRANDIOSITY</div>",,,,,,,,,,,,,
dman050,maniahypomania,,radio,Did you feel more confident in yourself than usual? ,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman050,,
dman051,maniahypomania,,radio,Did you feel like you could do anything? ,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman050,,
dman052,maniahypomania,,radio,Did you feel you were a very important person?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman050,,
dman053,maniahypomania,,radio,"Did you feel like you had abilities that made you more special, smarter, or better than other people?","0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman050,,
cman19,maniahypomania,,descriptive,"<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">RISK OF PAINFUL CONSEQUENCES</div>",,,,,,,,,,,,,
cman20,maniahypomania,,descriptive,"Did you do things that you usually wouldn't do, or did you do things that you later wished you hadn't done? For example, did you:",,,,,,,,,,,,,
dcman054,maniahypomania,,radio,Spend or borrow a lot of money?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman054,,
dcman055,maniahypomania,,radio,Do things that could get you into trouble?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman054,,
dcman056,maniahypomania,,notes,Describe,,,,,,,[dcman055]= '1',,LH,,,,
dcman057,maniahypomania,,radio,Do things from which you might get hurt?,"0, No | 1, Yes | 9, Unk",,,,,,,,RH,,,,
dcman058,maniahypomania,,notes,Describe,,,,,,,[dcman057]= '1',,LH,,,,
dcman059,maniahypomania,,radio,Make a lot of telephone calls or call people at strange hours?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman059,,
dcman060,maniahypomania,,radio,Anything else?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman059,,
dcman061,maniahypomania,,notes,Describe,,,,,,,[dcman060]= '1',,LH,,,,
cman21,maniahypomania,,descriptive,"<div style=""font-size: 14pt;text-decoration: underline;width: 100%; background-color: #ffffdd;"">SYMPTOM FREQUENCY (EPISODE)</div>",,,,,,,,,,,,,
dcman062,maniahypomania,,radio,You just told me that when you felt (more active) that you also had (list symptoms).  How often did you have these things?  ,"1, Most days | 2, About half of the days | 3, Less than half the days | 9, Don't know",,,,,,,,LH,,,,
dcman063,maniahypomania,,radio,"On the days you had these things, how much of the day did you have them?  ","1, All of the day | 2, Most of the day | 3, Half of the day | 4, Only a little part of the day",,,,,,,,LH,,,,
cman22,maniahypomania,,descriptive,"<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">DEPRESSIVE SYMPTOMS</div>
During this period, did you also feel/have...?  (As I list these other symptoms, please recall if you have ever had any of them at the same time.)",,,,,,,,,,,,,
cman23,maniahypomania,,descriptive,"<div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">INTERVIEWER: Refer to Course Patterns Card.</div>",,,,,,,,,,,,,
cman24,maniahypomania,,descriptive,"<div style="" width: 100%;width: 100%; background-color: #E5D9F7;"">Participant Card 7 (Course Pattern)</div>",,,,,,,,,,,,,
cman25,maniahypomania,,descriptive,DEPRESSED/SAD MOOD:,,,,,,,,,,,,,
dcman064,maniahypomania,,radio,Present during mania?,"0, No | 1, Yes",,,,,,,,RH,,,,
dcman065,maniahypomania,,text,Duration of symptom (N of Days),,DAYS,number,,,,[dcman064]= '1',,RH,,,,
cman26,maniahypomania,,descriptive,LOSS OF INTEREST OR PLEASURE:,,,,,,,,,,,,,
dcman066,maniahypomania,,radio,Present during mania?,"0, No | 1, Yes",,,,,,,,RH,,,,
dcman067,maniahypomania,,text,Duration of symptom (N of Days),,DAYS,number,,,,[dcman066]= '1',,RH,,,,
cman27,maniahypomania,,descriptive,"<div style="" color: red; font-style: italic; width: 100%; background-color: #ffffdd;"">INTERVIEWER: If no, SKIP to Psychosis Episode.</div>",,,,,,,[dcman064]= '0' and [dcman066]= '0',,,,,,
cman28,maniahypomania,,descriptive,CHANGES IN SLEEP:,,,,,,,,,,,,,
dcman068,maniahypomania,,radio,Present during mania?,"0, No | 1, Yes",,,,,,,,RH,,,,
dcman069,maniahypomania,,radio,Direction of symptom,"1, Decreased | 2, Increased",,,,,,[dcman068]= '1',,RH,,,,
dcman070,maniahypomania,,text,Duration of symptom (N of Days),,DAYS,number,,,,[dcman068]= '1',,RH,,,,
cman29,maniahypomania,,descriptive,CHANGES IN EATING:,,,,,,,,,,,,,
dcman071,maniahypomania,,radio,Present during mania?,"0, No | 1, Yes",,,,,,,,RH,,,,
dcman072,maniahypomania,,radio,Direction of symptom,"1, Decreased | 2, Increased",,,,,,[dcman071]= '1',,RH,,,,
dcman073,maniahypomania,,text,Duration of symptom (N of Days),,DAYS,number,,,,[dcman071]= '1',,RH,,,,
cman30,maniahypomania,,descriptive,CHANGES IN MOTOR ACTIVITY OR MOVEMENT:,,,,,,,,,,,,,
dcman074,maniahypomania,,radio,Present during mania?,"0, No | 1, Yes",,,,,,,,RH,,,,
dcman075,maniahypomania,,radio,Direction of symptom,"1, Decreased | 2, Increased",,,,,,[dcman074]= '1',,RH,,,,
dcman076,maniahypomania,,text,Duration of symptom (N of Days),,DAYS,number,,,,[dcman074]= '1',,RH,,,,
cman31,maniahypomania,,descriptive,CHANGES IN ENERGY:,,,,,,,,,,,,,
dcman077,maniahypomania,,radio,Present during mania?,"0, No | 1, Yes",,,,,,,,RH,,,,
dcman078,maniahypomania,,radio,Direction of symptom,"1, Decreased | 2, Increased",,,,,,[dcman077]= '1',,RH,,,,
dcman079,maniahypomania,,text,Duration of symptom (N of Days),,DAYS,number,,,,[dcman077]= '1',,RH,,,,
cman32,maniahypomania,,descriptive,CHANGES IN CONCENTRATION:,,,,,,,,,,,,,
dcman080,maniahypomania,,radio,Present during mania?,"0, No | 1, Yes",,,,,,,,RH,,,,
dcman081,maniahypomania,,radio,Direction of symptom,"1, Decreased | 2, Increased",,,,,,[dcman080]= '1',,RH,,,,
dcman082,maniahypomania,,text,Duration of symptom (N of Days),,DAYS,number,,,,[dcman080]= '1',,RH,,,,
cman33,maniahypomania,,descriptive,GUILT:,,,,,,,,,,,,,
dcman083,maniahypomania,,radio,Present during mania?,"0, No | 1, Yes",,,,,,,,RH,,,,
dcman084,maniahypomania,,text,Duration of symptom (N of Days),,DAYS,number,,,,[dcman083]= '1',,RH,,,,
cman34,maniahypomania,,descriptive,"<div style=""font-size: 14pt;text-decoration: underline;width: 100%; background-color: #ffffdd;"">PSYCHOSIS (EPISODE)</div>
<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">DELUSIONS</div>During this time:",,,,,,,,,,,,,
dcman085,maniahypomania,,radio,Did you think that someone was trying to harm you?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman085,,
dcman086,maniahypomania,,radio,Did you think that you had powers or abilities that others did not have?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman085,,
dcman087,maniahypomania,,radio,Did you think that you had a special mission?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman085,,
dcman088,maniahypomania,,radio,Did you believe things that other people didn't think were true?,"0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman085,,
dcman089,maniahypomania,,radio,"<div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">INTERVIEWER: Based on clinical judgment, were these 
real delusions? Get examples. </div>","0, No | 1, Yes | 9, Unk",,,,,,,,RH,,,,
cman36,maniahypomania,,descriptive,"<div style="" color: red; font-style: italic; width: 100%; background-color: #ffffdd;"">INTERVIEWER:If not real delusions, SKIP to Hallucinations. </div>",,,,,,,[dcman089]= '0',,,,,,
dcman090a,maniahypomania,,text,Example 1,,EXAMPLE,,,,,[dcman089]= '1',,,,,,
dcman090b,maniahypomania,,text,Example 2,,EXAMPLE,,,,,[dcman089]= '1',,,,,,
dcman090c,maniahypomania,,text,Example 3,,EXAMPLE,,,,,[dcman089]= '1',,,,,,
dcman090d,maniahypomania,,text,Example 4,,EXAMPLE,,,,,[dcman089]= '1',,,,,,
dcman091,maniahypomania,,radio,"Did you start thinking these things before, after, or at the same time that you started feeling (too active /happy /excited/grouchy /energetic)? ","1, Before | 2, During | 3, After | 9, Don't know",,,,,,[dcman089]= '1',,LH,,,,
dcman092,maniahypomania,,radio,"Did you think this was true, even when you stopped feeling (too happy/excited/grouchy/energetic).  ","0, No | 1, Yes | 9, Unk",,,,,,[dcman089]= '1',,RH,,,,
cman37,maniahypomania,,descriptive,For how long did you think this was true?,,,,,,,[dcman089]= '1',,,,,,
dcman093,maniahypomania,,text,N of Days,,DAYS,number,,,,[dcman089]= '1',,,,,,
dcman094,maniahypomania,,text,N of Weeks,,WEEKS,number,,,,[dcman089]= '1',,,,,,
cman38,maniahypomania,,descriptive,"<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">HALLUCINATIONS</div>",,,,,,,,,,,,,
dcman095,maniahypomania,,radio,"During this time, did you see or hear things that other people could not see or hear?<div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">PROBE: Like voices talking to you or noises, or visions? </div>","0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman095,,
dcman096,maniahypomania,,radio,"Did you experience funny or unusual smells, tastes, or sensations in your body?","0, No | 1, Yes | 9, Unk",,,,,,,,,,dcman095,,
dcman097,maniahypomania,,radio,"<div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">INTERVIEWER:Based on clinical judgment, were these real hallucinations? Get examples. </div>","0, No | 1, Yes | 9, Unk | 7, N/A",,,,,,,,RH,,,,
cman39,maniahypomania,,descriptive,"<div style="" color: red; font-style: italic; width: 100%; background-color: #ffffdd;"">INTERVIEWER: If not really hallucinations, SKIP to Mood Congruency. </div>",,,,,,,[dcman097]= '0',,,,,,
dcman098a,maniahypomania,,text,Example 1,,EXAMPLE,,,,,[dcman097]= '1',,,,,,
dcman098b,maniahypomania,,text,Example 2,,EXAMPLE,,,,,[dcman097]= '1',,,,,,
dcman098c,maniahypomania,,text,Example 3,,EXAMPLE,,,,,[dcman097]= '1',,,,,,
dcman098d,maniahypomania,,text,Example 4,,EXAMPLE,,,,,[dcman097]= '1',,,,,,
dcman099,maniahypomania,,radio,"Did these (list endorsed hallucinations) start before, after or at the same time that you started feeling (too happy/excited/grouchy/energetic)?   ","1, Before | 2, During | 3, After | 9, Don't know",,,,,,[dcman097]= '1',,LH,,,,
dcman100,maniahypomania,,radio,Did they stay even when you stopped feeling (too happy/excited/grouchy/energetic)?,"0, No | 1, Yes | 9, Unk",,,,,,[dcman097]= '1',,RH,,,,
cman40,maniahypomania,,descriptive,For how long did you have them?  ,,,,,,,[dcman097]= '1',,,,,,
dcman101,maniahypomania,,text,N of Days,,DAYS,number,,,,[dcman097]= '1',,,,,,
dcman102,maniahypomania,,text,N of Weeks,,WEEKS,number,,,,[dcman097]= '1',,,,,,
cman41,maniahypomania,,descriptive,"<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">MOOD CONGRUENCY</div>",,,,,,,,,,,,,
dcman103,maniahypomania,,radio,"<div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">INTERVIEWER: If respondent had any psychotic symptoms, was the content consistent with manic themes such as inflated worth, power, knowledge, identity or special relationship with a deity or famous person.</div>","0, No | 1, Yes | 9, Unk | 7, N/A",,,,,,,,RH,,,,
cman42,maniahypomania,,descriptive,"<div style=""font-size: 14pt;text-decoration: underline;width: 100%; background-color: #ffffdd;"">ASSOCIATED CONDITIONS (EPISODE)</div><div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">INTERVIEWER: Associated condition questions apply ONLY to episode being coded.</div>

<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">MEDICAL</div>",,,,,,,,,,,,,
cman42a,maniahypomania,,descriptive,When you were feeling (too happy/excited/grouchy/energetic):,,,,,,,,,,,,,
dcman104,maniahypomania,,radio,"
Did you have a serious physical problem or illness?
<div style=""color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">(Probe: Did the physical problem or illness start before you started feeling (too happy/excited/grouchy/energetic) or after?)</div>","0, No | 1, Yes | 9, Unk",,,,,,,,RH,,,,
dcman105,maniahypomania,,notes,"If yes, specify:",,,,,,,[dcman104]= '1',,LH,,,,
dcman106,maniahypomania,,radio,"
Were you taking any medicines that your doctor told you to take? Did you take any over the counter medications?
<div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">PROBE: Did you start to feel (too happy/excited/grouchy/energetic) before taking the medicine or after? </div>","0, No | 1, Yes | 9, Unk",,,,,,,,RH,,,,
dcman107,maniahypomania,,text,Specify (Medication 1),,MEDICATION,,,,,[dcman106]= '1',,,,,,
dcman108,maniahypomania,,text,Specify (Medication 2),,MEDICATION,,,,,[dcman106]= '1',,,,,,
dcman109,maniahypomania,,text,Specify (Medication 3),,MEDICATION,,,,,[dcman106]= '1',,,,,,
cman42b,maniahypomania,,descriptive,"
<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">ALCOHOL AND DRUGS</div>",,,,,,,,,,,,,
dcman110,maniahypomania,,checkbox,"Were you using alcohol often or drugs or both during this time?  
<div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">PROBE: Did you start feeling this way before using alcohol/drugs or after or did you increase the quantity after you had these feelings? </div>","0, Neither | 1, Alcohol | 2, Drugs | 9, Don't know",,,,,,,,RH,,,,
dcman111,maniahypomania,,notes,Specify (Alcohol and/or drug and quantity 1),,,,,,,[dcman110(1)] = '1' or [dcman110(2)] = '1',,LH,,,,
dcman112,maniahypomania,,notes,Specify (Alcohol and/or drug and quantity 2),,,,,,,[dcman110(1)] = '1' or [dcman110(2)] = '1',,LH,,,,
dcman113,maniahypomania,,notes,Specify (Alcohol and/or drug and quantity 3),,,,,,,[dcman110(1)] = '1' or [dcman110(2)] = '1',,LH,,,,
cman43,maniahypomania,,descriptive,"<div style=""font-size: 14pt;text-decoration: underline;width: 100%; background-color: #ffffdd;"">DISTRESS/IMPAIRMENT (EPISODE)</div>

<div style=""font-size: 12pt;width: 100%; background-color: #ffffdd;"">DISTRESS</div>",,,,,,,,,,,,,
cman43b,maniahypomania,,descriptive,"<div style=""color: blue;width: 100%; background-color: #ffffdd;"">I want to know how your feeling (too happy/excited/grouchy/energetic) and other symptoms caused problems for you.

Please look at the scale. </div>
",,,,,,,,,,,,,
cman43a,maniahypomania,,descriptive,"<div style="" color: purple; font-style: italic; width: 100%; background-color: #ffffdd;"">INTERVIEWER: Remind child how to use scale, if necessary, and assess areas most pertinent to the disorder; e.g. family, school, peers. </div>",,,,,,,,,,,,,
cman44,maniahypomania,,descriptive,"<div style="" width: 100%;width: 100%; background-color: #E5D9F7;"">Participant Card 8 (Distress/Impairment) </div>",,,,,,,,,,,,,
dcman114,maniahypomania,,dropdown,How much did your feeling (too happy/excited/grouchy/energetic) and (list other symptoms) upset or bother you? ,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 997, 997 | 998, 998 | 999, 999",CODE RESPONSE,autocomplete,0,10,,,,,,,,
