Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
dcman116,maniahypomania,,radio,Did you stay home from school because of the way you were feeling?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,RH,NA,,NA,NA
dcman117,maniahypomania,,text,How many days of school did you miss? (episode),,DAYS,number,NA,NA,NA,[dcman116]= '1',,,NA,,NA,NA
cman48,maniahypomania,,descriptive,"
HELP-SEEKING TREATMENT (LIFETIME)
",,,,NA,NA,NA,,,,NA,,NA,NA
dcman118,maniahypomania,,radio,"Did anyone, like a teacher or family member, suggest that you get help for (list behaviors/feelings)?","0, No | 1, Yes| 9, Unk",,,NA,NA,NA,,,,NA,dcman118,NA,NA
dcman119,maniahypomania,,radio,"Did you ever go to see a doctor, nurse, psychologist, social worker, school counselor, minister/priest or other professional to get help for (list behaviors/feelings)?","0, No | 1, Yes| 9, Unk",,,NA,NA,NA,,,,NA,dcman118,NA,NA
cman49,maniahypomania,,descriptive,What kind of person/people did you get help from?,,,,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
cman49a,maniahypomania,,descriptive,"
Participant Card 13 (Professional/Treatment)
",,,,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
dcman120,maniahypomania,,text,Specify (Professional/Treatment 1),,PROFESSIONAL/TREATMENT,,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
dcman121,maniahypomania,,text,Specify (Code 1),,CODE RESPONSE,number,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
dcman122,maniahypomania,,text,Specify (Professional/Treatment 2),,PROFESSIONAL/TREATMENT,,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
dcman123,maniahypomania,,text,Specify (Code 2),,CODE RESPONSE,number,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
dcman124,maniahypomania,,text,Specify (Professional/Treatment 3),,PROFESSIONAL/TREATMENT,,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
dcman125,maniahypomania,,text,Specify (Code 3),,CODE RESPONSE,number,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
cman49b,maniahypomania,,descriptive,"

If from multiple people:
 Who did you get help from the first time?",,,,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
dcman126,maniahypomania,,radio,N/A,"7, N/A",,,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
dcman127,maniahypomania,,text,Specify (Professional/Treatment),,PROFESSIONAL/TREATMENT,,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
dcman128,maniahypomania,,text,Specify (Code),,CODE RESPONSE,number,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
dcman129,maniahypomania,,dropdown,How old were you the first time you got help?,"1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
dcman130,maniahypomania,,radio,Are you getting help now?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcman119]= '1',,RH,NA,,NA,NA
dcman131,maniahypomania,,dropdown,"If no, how old were you the last time you got help?","1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,NA,NA,NA,[dcman130]= '0',,,NA,,NA,NA
dcman132,maniahypomania,,notes,What did the professional say that you had (diagnoses given)? List:,,,,NA,NA,NA,[dcman119]= '1',,LH,NA,,NA,NA
cman50,maniahypomania,,descriptive,What kind of treatment(s) have you gotten...(Code all that apply)?,,,,NA,NA,NA,[dcman119]= '1',,,NA,,NA,NA
dcman133,maniahypomania,,radio,Out-patient (Going to see someone in an office),"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcman119]= '1',,,NA,dcman133,NA,NA
dcman134,maniahypomania,,radio,In-patient (Staying in a hospital),"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcman119]= '1',,,NA,dcman133,NA,NA
dcman135,maniahypomania,,radio,Other,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcman119]= '1',,,NA,dcman133,NA,NA
dcman136,maniahypomania,,notes,Specify (Other),,,,NA,NA,NA,[dcman135]= '1',,LH,NA,,NA,NA
dcman137,maniahypomania,,radio,Medications *Refer to Medication Card,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcman119]= '1',,RH,NA,,NA,NA
cman51,maniahypomania,,descriptive,"
Participant Card 9 (Medications)
",,,,NA,NA,NA,[dcman137]= '1',,,NA,,NA,NA
dcman138,maniahypomania,,text,Specify (Medication 1),,MEDICATION,,NA,NA,NA,[dcman137]= '1',,RH,NA,,NA,NA
dcman139,maniahypomania,,text,Specify (Code 1),,CODE RESPONSE,number,NA,NA,NA,[dcman137]= '1',,,NA,,NA,NA
dcman140,maniahypomania,,text,Specify (Medication 2),,MEDICATION,,NA,NA,NA,[dcman137]= '1',,RH,NA,,NA,NA
dcman141,maniahypomania,,text,Specify (Code 2),,CODE RESPONSE,number,NA,NA,NA,[dcman137]= '1',,,NA,,NA,NA
dcman142,maniahypomania,,text,Specify (Medication 3),,MEDICATION,,NA,NA,NA,[dcman137]= '1',,RH,NA,,NA,NA
dcman143,maniahypomania,,text,Specify (Code 3),,CODE RESPONSE,number,NA,NA,NA,[dcman137]= '1',,,NA,,NA,NA
dcman144,maniahypomania,,text,Specify (Medication 4),,MEDICATION,,NA,NA,NA,[dcman137]= '1',,RH,NA,,NA,NA
dcman145,maniahypomania,,text,Specify (Code 4),,CODE RESPONSE,number,NA,NA,NA,[dcman137]= '1',,,NA,,NA,NA
cman52,maniahypomania,,descriptive,"
INTERVIEWER: END of Episode Mania/Hypomania.
",,,,NA,NA,NA,,,,NA,,NA,NA
cman53,maniahypomania,,descriptive,"
EPISODES/COURSE (LIFETIME)
",,,,NA,NA,NA,,,,NA,,NA,NA
dcman146,maniahypomania,,radio,Have there been other times when you felt (list symptoms)?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,RH,NA,,NA,NA
cman54,maniahypomania,,descriptive,"
INTERVIEWER: If no, END  Mania/Hypomania section.
",,,,NA,NA,NA,[dcman146]= '0',,,NA,,NA,NA
cman55,maniahypomania,,descriptive,"
INTERVIEWER: Record age of onset and offset of the first episode, the worst episode, and most recent episode.
",,,,NA,NA,NA,,,,NA,,NA,NA
cman56,maniahypomania,,descriptive,"
FIRST EPISODE
",,,,NA,NA,NA,,,,NA,,NA,NA
dcman147,maniahypomania,,dropdown,How old were you when this happened for the very first time?,"1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,NA,NA,NA,,,,NA,,NA,NA
cman57,maniahypomania,,descriptive,How long did it last then?,,,,NA,NA,NA,,,,NA,,NA,NA
dcman148,maniahypomania,,text,N of Days,,DAYS,number,NA,NA,NA,,,,NA,,NA,NA
dcman149,maniahypomania,,text,N of Weeks,,WEEKS,number,NA,NA,NA,,,,NA,,NA,NA
dcman150,maniahypomania,,text,N of Months,,MONTHS,number,NA,NA,NA,,,,NA,,NA,NA
dcman151,maniahypomania,,text,N of Years,,YEARS,number,NA,NA,NA,,,,NA,,NA,NA
cman58,maniahypomania,,descriptive,"
NUMBER OF EPISODES
",,,,NA,NA,NA,,,,NA,,NA,NA
dcman152,maniahypomania,,text,How many times have you felt this way in your lifetime?,,TIMES,number,NA,NA,NA,,,,NA,,NA,NA
cman59,maniahypomania,,descriptive,What is the most number of episodes you've had in one year?,,,,NA,NA,NA,,,,NA,,NA,NA
dcman153,maniahypomania,,text,N of Days,,DAYS,number,NA,NA,NA,,,,NA,,NA,NA
dcman154,maniahypomania,,text,N of Weeks,,WEEKS,number,NA,NA,NA,,,,NA,,NA,NA
dcman155,maniahypomania,,text,N of Months,,MONTHS,number,NA,NA,NA,,,,NA,,NA,NA
dcman156,maniahypomania,,text,N of Years,,YEARS,number,NA,NA,NA,,,,NA,,NA,NA
cman59a,maniahypomania,,descriptive,How long on average did each of these episodes typically last during that year?,,,,NA,NA,NA,,,,NA,,NA,NA
dcman157,maniahypomania,,text,N of Days,,DAYS,number,NA,NA,NA,,,,NA,,NA,NA
dcman158,maniahypomania,,text,N of Weeks,,WEEKS,number,NA,NA,NA,,,,NA,,NA,NA
dcman159,maniahypomania,,text,N of Months,,MONTHS,number,NA,NA,NA,,,,NA,,NA,NA
dcman160,maniahypomania,,text,N of Years,,YEARS,number,NA,NA,NA,,,,NA,,NA,NA
cman60,maniahypomania,,descriptive,"
DURATION
",,,,NA,NA,NA,,,,NA,,NA,NA
cman61,maniahypomania,,descriptive,How long was the longest episode?,,,,NA,NA,NA,,,,NA,,NA,NA
dcman161,maniahypomania,,text,N of Days,,DAYS,number,NA,NA,NA,,,,NA,,NA,NA
dcman162,maniahypomania,,text,N of Weeks,,WEEKS,number,NA,NA,NA,,,,NA,,NA,NA
dcman163,maniahypomania,,text,N of Months,,MONTHS,number,NA,NA,NA,,,,NA,,NA,NA
dcman164,maniahypomania,,text,N of Years,,YEARS,number,NA,NA,NA,,,,NA,,NA,NA
cman62,maniahypomania,,descriptive,How long was the shortest episode?,,,,NA,NA,NA,,,,NA,,NA,NA
dcman165,maniahypomania,,text,N of Days,,DAYS,number,NA,NA,NA,,,,NA,,NA,NA
dcman166,maniahypomania,,text,N of Weeks,,WEEKS,number,NA,NA,NA,,,,NA,,NA,NA
dcman167,maniahypomania,,text,N of Months,,MONTHS,number,NA,NA,NA,,,,NA,,NA,NA
dcman168,maniahypomania,,text,N of Years,,YEARS,number,NA,NA,NA,,,,NA,,NA,NA
cman63,maniahypomania,,descriptive,How long does a typical episode last?,,,,NA,NA,NA,,,,NA,,NA,NA
dcman169,maniahypomania,,text,N of Days,,DAYS,number,NA,NA,NA,,,,NA,,NA,NA
dcman170,maniahypomania,,text,N of Weeks,,WEEKS,number,NA,NA,NA,,,,NA,,NA,NA
dcman171,maniahypomania,,text,N of Months,,MONTHS,number,NA,NA,NA,,,,NA,,NA,NA
dcman172,maniahypomania,,text,N of Years,,YEARS,number,NA,NA,NA,,,,NA,,NA,NA
dcman173,maniahypomania,,radio,Would you say that you have felt this (list participant's endorsed symptoms) more often than not during your lifetime?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,RH,NA,,NA,NA
dcman174,maniahypomania,,radio,Did the periods of these feelings tend to begin in any particular season?,"0, No pattern | 1, Winter | 2, Spring | 3, Summer | 4, Fall | 9, Unknown",,,NA,NA,NA,,,LH,NA,,NA,NA
cman_end,maniahypomania,,descriptive,"
INTERVIEWER: END Mania section.
",,,,NA,NA,NA,,,,NA,,NA,NA
